recommendationid,appid,game_name,steam_label_text,llm_sentiment,llm_primary_issue,llm_urgency_candidate,release_period,playtime_at_review_hours,votes_up,weighted_vote_score,llm_issue_category,issue_name_kor,llm_issue_sentiment,llm_issue_evidence,source_run
197987773,3150440,Laundry Store Simulator,positive,mixed,ui_ux,medium,D181+,34.6,2,0.5454545617103577,ui_ux,UI/UX,negative,"inventory is a little lacking, no way to know how many of each item you have",laundry_store_simulator
197987773,3150440,Laundry Store Simulator,positive,mixed,ui_ux,medium,D181+,34.6,2,0.5454545617103577,gameplay_loop,게임플레이 루프,negative,AI that stocks the shelves has to wait until customers get done purchasing which slows the process down,laundry_store_simulator
197987773,3150440,Laundry Store Simulator,positive,mixed,ui_ux,medium,D181+,34.6,2,0.5454545617103577,positive_praise,긍정 칭찬,positive,fun game,laundry_store_simulator
198362705,3150440,Laundry Store Simulator,negative,negative,price_value,medium,D181+,0.35,0,0.4365079402923584,price_value,가격/가치,negative,Too expensive for what it offers,laundry_store_simulator
198362705,3150440,Laundry Store Simulator,negative,negative,price_value,medium,D181+,0.35,0,0.4365079402923584,gameplay_loop,게임플레이 루프,negative,too boring at the same time,laundry_store_simulator
198382709,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,25.15,0,0.5,positive_praise,긍정 칭찬,positive,"Great game. Surprisingly, it has a lot of side quests/stories for a laundry sim game.",laundry_store_simulator
198401534,3150440,Laundry Store Simulator,negative,negative,developer_communication,high,D181+,19.83333333333333,0,0.5,developer_communication,개발사 소통,negative,Dev team just cashed of CaseOh and trying to move onto the next thing,laundry_store_simulator
198401534,3150440,Laundry Store Simulator,negative,negative,developer_communication,high,D181+,19.83333333333333,0,0.5,bug,버그,negative,never fixing bugs to games or updating them,laundry_store_simulator
198412762,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,37.36666666666667,0,0.5,positive_praise,긍정 칭찬,positive,Absolutely love this game so so much!,laundry_store_simulator
198530541,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,21.05,0,0.5,positive_praise,긍정 칭찬,positive,Really cozy game. I open it at least 3 times a day,laundry_store_simulator
198692480,3150440,Laundry Store Simulator,positive,mixed,gameplay_loop,medium,D181+,26.78333333333333,0,0.5,gameplay_loop,게임플레이 루프,negative,restocker가 1명뿐이라 업무 효율이 낮고 힘듦,laundry_store_simulator
198957208,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,29.23333333333333,0,0.5,positive_praise,긍정 칭찬,positive,"게임의 품질, 사이드 퀘스트, 업그레이드 등 전반적인 시뮬레이션 요소에 만족함",laundry_store_simulator
198962554,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,4.466666666666667,0,0.5,positive_praise,긍정 칭찬,positive,단순 세탁소 운영을 넘어선 몰입감과 중독성 있는 게임 플레이 경험,laundry_store_simulator
198996057,3150440,Laundry Store Simulator,positive,mixed,progression_grind,medium,D181+,29.53333333333333,0,0.5,progression_grind,성장/반복 노가다,negative,"endgame progression starts feeling repetitive, and the remaining goals aren't particularly satisfying.",laundry_store_simulator
198996057,3150440,Laundry Store Simulator,positive,mixed,progression_grind,medium,D181+,29.53333333333333,0,0.5,ui_ux,UI/UX,negative,Lori doesn’t restock shelves in any logical or organized way. She also grabs boxes from the delivery area before I can.,laundry_store_simulator
199149685,3150440,Laundry Store Simulator,positive,mixed,progression_grind,medium,D181+,31.866666666666667,0,0.5,bug,버그,negative,Some odd bugs regarding the NPC restocking,laundry_store_simulator
199149685,3150440,Laundry Store Simulator,positive,mixed,progression_grind,medium,D181+,31.866666666666667,0,0.5,progression_grind,성장/반복 노가다,negative,The last 8-10 achievements require too much grinding.,laundry_store_simulator
199403972,3150440,Laundry Store Simulator,positive,mixed,progression_grind,medium,D181+,65.65,8,0.6053799986839294,gameplay_loop,게임플레이 루프,negative,"staff needs your help instead of being YOUR help. they just can't keep up, their path-finding needs work.",laundry_store_simulator
199403972,3150440,Laundry Store Simulator,positive,mixed,progression_grind,medium,D181+,65.65,8,0.6053799986839294,progression_grind,성장/반복 노가다,negative,the BIGGEST problem when getting all of the achievements is how long it'll take.,laundry_store_simulator
199489185,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,41.81666666666667,0,0.5,positive_praise,긍정 칭찬,positive,세탁 업무 외에도 다양한 사이드 퀘스트가 있어 항상 할 거리가 있음,laundry_store_simulator
199489185,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,41.81666666666667,0,0.5,gameplay_loop,게임플레이 루프,positive,세탁 기능과 매장 유지 관리라는 핵심 게임 루프가 잘 구현됨,laundry_store_simulator
199530039,3150440,Laundry Store Simulator,negative,negative,progression_grind,high,D181+,9.983333333333333,7,0.5803515911102295,progression_grind,성장/반복 노가다,negative,업그레이드 비용 대비 효율이 낮고 진행이 지나치게 느림,laundry_store_simulator
199530039,3150440,Laundry Store Simulator,negative,negative,progression_grind,high,D181+,9.983333333333333,7,0.5803515911102295,gameplay_loop,게임플레이 루프,negative,직원 AI의 비효율적인 행동(길 묻기 등)이 플레이어에게 스트레스를 줌,laundry_store_simulator
199530039,3150440,Laundry Store Simulator,negative,negative,progression_grind,high,D181+,9.983333333333333,7,0.5803515911102295,difficulty,난이도,negative,"일반 모드의 난이도 설계(쓰레기 투척, 방해 요소)가 지나치게 짜증을 유발함",laundry_store_simulator
199530039,3150440,Laundry Store Simulator,negative,negative,progression_grind,high,D181+,9.983333333333333,7,0.5803515911102295,other,기타,negative,아이템 판매 기능 부재로 인한 불편함,laundry_store_simulator
199736656,3150440,Laundry Store Simulator,positive,mixed,gameplay_loop,medium,D181+,4.783333333333333,0,0.5,gameplay_loop,게임플레이 루프,negative,대형 세탁물 운반 시 이동 속도가 너무 느림,laundry_store_simulator
199736656,3150440,Laundry Store Simulator,positive,mixed,gameplay_loop,medium,D181+,4.783333333333333,0,0.5,positive_praise,긍정 칭찬,positive,전반적으로 게임이 꽤 괜찮음,laundry_store_simulator
199847259,3150440,Laundry Store Simulator,positive,positive,ui_ux,low,D181+,14.516666666666667,0,0.5,control,조작감,negative,wish i could change the key for throwing objects,laundry_store_simulator
199847259,3150440,Laundry Store Simulator,positive,positive,ui_ux,low,D181+,14.516666666666667,0,0.5,graphics_audio,그래픽/사운드,negative,turn up notification noises and turn down Background SFX like the washers,laundry_store_simulator
199847259,3150440,Laundry Store Simulator,positive,positive,ui_ux,low,D181+,14.516666666666667,0,0.5,positive_praise,긍정 칭찬,positive,relaxing and rewarding to play with the perfect amount of stress,laundry_store_simulator
199916620,3150440,Laundry Store Simulator,positive,mixed,bug,high,D181+,30.866666666666667,1,0.5111731886863708,balance,밸런스,negative,change and fix prices from the computer / phone,laundry_store_simulator
199916620,3150440,Laundry Store Simulator,positive,mixed,bug,high,D181+,30.866666666666667,1,0.5111731886863708,gameplay_loop,게임플레이 루프,negative,add more places for the store shelves to be,laundry_store_simulator
199916620,3150440,Laundry Store Simulator,positive,mixed,bug,high,D181+,30.866666666666667,1,0.5111731886863708,bug,버그,negative,robot cleaner in my game near the end game seamed to just vanish,laundry_store_simulator
199916620,3150440,Laundry Store Simulator,positive,mixed,bug,high,D181+,30.866666666666667,1,0.5111731886863708,bug,버그,negative,stock girl randomly fills in the wrong items to shelves and vending machine,laundry_store_simulator
199916620,3150440,Laundry Store Simulator,positive,mixed,bug,high,D181+,30.866666666666667,1,0.5111731886863708,gameplay_loop,게임플레이 루프,negative,stock girl is probably the worst person in the game. she would work for 2 sec fill one machine and never do anything after that,laundry_store_simulator
199916620,3150440,Laundry Store Simulator,positive,mixed,bug,high,D181+,30.866666666666667,1,0.5111731886863708,positive_praise,긍정 칭찬,positive,random quest in the game felt good,laundry_store_simulator
199959421,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,76.73333333333333,0,0.5,positive_praise,긍정 칭찬,positive,"One of my absolute favorite games. It's ""grindy"" but laid back.",laundry_store_simulator
199959421,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,76.73333333333333,0,0.5,bug,버그,neutral,A few bugs here and there but still playable.,laundry_store_simulator
199959421,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,76.73333333333333,0,0.5,positive_praise,긍정 칭찬,positive,devs are great about patching them. I love the sneak humor,laundry_store_simulator
199962186,3150440,Laundry Store Simulator,positive,mixed,gameplay_loop,low,D181+,6.35,0,0.5,gameplay_loop,게임플레이 루프,neutral,need an employee to clean up dirt instead of the player,laundry_store_simulator
199993024,3150440,Laundry Store Simulator,positive,mixed,bug,medium,D181+,19.25,0,0.5,bug,버그,negative,restocker puts whatever she wants on the shelf when it goes empty,laundry_store_simulator
200056141,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,29.616666666666667,0,0.5,positive_praise,긍정 칭찬,positive,"addicted to this game, very fun, self aware humor",laundry_store_simulator
200189373,3150440,Laundry Store Simulator,positive,positive,gameplay_loop,medium,D181+,7.4,0,0.5,positive_praise,긍정 칭찬,positive,"custom T-shirt idea is fun, funny, and unique",laundry_store_simulator
200189373,3150440,Laundry Store Simulator,positive,positive,gameplay_loop,medium,D181+,7.4,0,0.5,progression_grind,성장/반복 노가다,mixed,love and hate relationship with the grind side,laundry_store_simulator
200189373,3150440,Laundry Store Simulator,positive,positive,gameplay_loop,medium,D181+,7.4,0,0.5,gameplay_loop,게임플레이 루프,negative,stacking the shelves is not enjoyable,laundry_store_simulator
200275309,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,10.8,4,0.5303030610084534,positive_praise,긍정 칭찬,positive,"addicting, so much to do, couldn't be happier",laundry_store_simulator
200370289,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,23.55,0,0.5,positive_praise,긍정 칭찬,positive,"addictive, always have work, good game",laundry_store_simulator
200479420,3150440,Laundry Store Simulator,positive,mixed,bug,high,D181+,25.016666666666666,0,0.5,bug,버그,negative,police officer mission glitch causing game restart,laundry_store_simulator
200479420,3150440,Laundry Store Simulator,positive,mixed,bug,high,D181+,25.016666666666666,0,0.5,positive_praise,긍정 칭찬,positive,"calm relaxing game, love the game",laundry_store_simulator
200734085,3150440,Laundry Store Simulator,negative,negative,control,medium,D181+,0.1833333333333333,2,0.3987822532653808,control,조작감,negative,"non-standard control scheme (LMB/RMB for rotation, E/F for interaction)",laundry_store_simulator
200734085,3150440,Laundry Store Simulator,negative,negative,control,medium,D181+,0.1833333333333333,2,0.3987822532653808,other,기타,negative,misleading game title/concept (laundry service vs store),laundry_store_simulator
200783446,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,20.966666666666665,2,0.5232508778572083,positive_praise,긍정 칭찬,positive,"chill, relaxing, never get bored, always something to do",laundry_store_simulator
200841746,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,44.93333333333333,0,0.5,positive_praise,긍정 칭찬,positive,귀엽고 중독성 있는 세탁소 운영 시뮬레이션 게임,laundry_store_simulator
200841746,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,44.93333333333333,0,0.5,gameplay_loop,게임플레이 루프,positive,"기기 업그레이드, 직원 고용, 대출 및 보너스 시스템 등 다양한 목표와 성장 요소 존재",laundry_store_simulator
200841746,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,44.93333333333333,0,0.5,story,스토리,positive,다양한 캐릭터와 스토리 라인이 포함되어 있음,laundry_store_simulator
200915387,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,13.4,0,0.5,positive_praise,긍정 칭찬,positive,"그래픽, 게임플레이, 오디오 등 전반적인 요소에 대해 높은 만족도 표기",laundry_store_simulator
200936883,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,11.966666666666669,0,0.5,positive_praise,긍정 칭찬,positive,"만족스러운 성장 경험과 퀘스트, 캐릭터 요소가 훌륭함",laundry_store_simulator
200961212,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,14.95,2,0.4967320263385772,positive_praise,긍정 칭찬,positive,satisfying gameplay loop that rewards both efficiency and creativity,laundry_store_simulator
200961212,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,14.95,2,0.4967320263385772,gameplay_loop,게임플레이 루프,positive,managing and expanding a laundromat from the ground up with layered features,laundry_store_simulator
201037282,3150440,Laundry Store Simulator,negative,negative,bug,high,D181+,49.8,1,0.5228384733200073,bug,버그,negative,customers getting stuck in dryers,laundry_store_simulator
201037282,3150440,Laundry Store Simulator,negative,negative,bug,high,D181+,49.8,1,0.5228384733200073,graphics_audio,그래픽/사운드,negative,"annoying sound of stuck customers, no audio cues when muted",laundry_store_simulator
201037282,3150440,Laundry Store Simulator,negative,negative,bug,high,D181+,49.8,1,0.5228384733200073,developer_communication,개발사 소통,negative,"devs take a long time to fix bugs, no communication",laundry_store_simulator
201037282,3150440,Laundry Store Simulator,negative,negative,bug,high,D181+,49.8,1,0.5228384733200073,monetization,과금,negative,expensive aesthetic items released instead of fixing bugs,laundry_store_simulator
201136467,3150440,Laundry Store Simulator,positive,mixed,control,medium,D181+,10.716666666666669,0,0.5,control,조작감,negative,"controls are stupid, cannot place stuff with mouse buttons",laundry_store_simulator
201136467,3150440,Laundry Store Simulator,positive,mixed,control,medium,D181+,10.716666666666669,0,0.5,gameplay_loop,게임플레이 루프,negative,cannot put things back from the shelf into the box,laundry_store_simulator
201136467,3150440,Laundry Store Simulator,positive,mixed,control,medium,D181+,10.716666666666669,0,0.5,positive_praise,긍정 칭찬,positive,"great management sim, fun game that doesn't get boring quickly",laundry_store_simulator
201243831,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,30.98333333333333,0,0.5,positive_praise,긍정 칭찬,positive,"addictive, cosy and fun gameplay loop",laundry_store_simulator
201309122,3150440,Laundry Store Simulator,negative,negative,gameplay_loop,medium,D181+,69.6,5,0.5993150472640991,gameplay_loop,게임플레이 루프,negative,"employees are slow and not the smartest, causing jams",laundry_store_simulator
201309122,3150440,Laundry Store Simulator,negative,negative,gameplay_loop,medium,D181+,69.6,5,0.5993150472640991,optimization,최적화,negative,needs a lot of polishing,laundry_store_simulator
201309122,3150440,Laundry Store Simulator,negative,negative,gameplay_loop,medium,D181+,69.6,5,0.5993150472640991,developer_communication,개발사 소통,negative,updates roll out a bit slow,laundry_store_simulator
201403652,3150440,Laundry Store Simulator,negative,negative,other,high,D181+,26.58333333333333,2,0.479853481054306,content_volume,콘텐츠 분량,negative,uncomfortable sexual implications in customer interaction options,laundry_store_simulator
201403652,3150440,Laundry Store Simulator,negative,negative,other,high,D181+,26.58333333333333,2,0.479853481054306,other,기타,positive,fun and rewarding gameplay otherwise,laundry_store_simulator
201407329,3150440,Laundry Store Simulator,positive,mixed,ui_ux,medium,D181+,7.0,0,0.5,gameplay_loop,게임플레이 루프,neutral,mechanics and logistics in the game is a bit outdated,laundry_store_simulator
201407329,3150440,Laundry Store Simulator,positive,mixed,ui_ux,medium,D181+,7.0,0,0.5,bug,버그,negative,"when I mop, the stain stays",laundry_store_simulator
201407329,3150440,Laundry Store Simulator,positive,mixed,ui_ux,medium,D181+,7.0,0,0.5,ui_ux,UI/UX,negative,better instructions in the tutorial manual on topics such as selling the clothes,laundry_store_simulator
201516151,3150440,Laundry Store Simulator,positive,positive,bug,low,D181+,35.916666666666664,0,0.5,bug,버그,negative,only a few bugs,laundry_store_simulator
201516151,3150440,Laundry Store Simulator,positive,positive,bug,low,D181+,35.916666666666664,0,0.5,positive_praise,긍정 칭찬,positive,Good game,laundry_store_simulator
201536195,3150440,Laundry Store Simulator,positive,mixed,gameplay_loop,medium,D181+,58.55,0,0.5,progression_grind,성장/반복 노가다,negative,became very repetitive,laundry_store_simulator
201536195,3150440,Laundry Store Simulator,positive,mixed,gameplay_loop,medium,D181+,58.55,0,0.5,gameplay_loop,게임플레이 루프,neutral,specialized washers requirement for clothing spawns,laundry_store_simulator
201536195,3150440,Laundry Store Simulator,positive,mixed,gameplay_loop,medium,D181+,58.55,0,0.5,other,기타,negative,worker at the bakso cart does not restock,laundry_store_simulator
201547911,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,53.9,0,0.5,positive_praise,긍정 칭찬,positive,"lot of fun quests and events, one of the best games I've played",laundry_store_simulator
201593903,3150440,Laundry Store Simulator,positive,mixed,bug,high,D181+,18.433333333333334,0,0.5,bug,버그,negative,"strange movement while in the store, People stuck",laundry_store_simulator
201593903,3150440,Laundry Store Simulator,positive,mixed,bug,high,D181+,18.433333333333334,0,0.5,gameplay_loop,게임플레이 루프,negative,"No alerts for broken machines, Staff are not doing there job even when on auto pay",laundry_store_simulator
201634253,3150440,Laundry Store Simulator,positive,mixed,gameplay_loop,medium,D181+,43.96666666666667,0,0.5,gameplay_loop,게임플레이 루프,negative,"employees work rather slowly even after upgrading, don't always prioritize correctly",laundry_store_simulator
201634253,3150440,Laundry Store Simulator,positive,mixed,gameplay_loop,medium,D181+,43.96666666666667,0,0.5,positive_praise,긍정 칭찬,positive,"game is a lot of fun, several new wings and services are fun",laundry_store_simulator
201679742,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,18.7,0,0.5,positive_praise,긍정 칭찬,positive,"Fun simulator game, levels aren't too hard or too easy, satisfying leveling up.",laundry_store_simulator
201752968,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,9.05,0,0.5,positive_praise,긍정 칭찬,positive,"TONS to do and unlock, design your own t-shirts, funny moments.",laundry_store_simulator
201827093,3150440,Laundry Store Simulator,positive,mixed,content_volume,medium,D181+,18.7,0,0.5,positive_praise,긍정 칭찬,positive,Such a great game and even had some haunting moments.,laundry_store_simulator
201827093,3150440,Laundry Store Simulator,positive,mixed,content_volume,medium,D181+,18.7,0,0.5,content_volume,콘텐츠 분량,negative,once you unlock everything it becomes boring.,laundry_store_simulator
201875827,3150440,Laundry Store Simulator,negative,negative,other,low,D181+,0.25,1,0.4972847402095794,other,기타,negative,타 게임(Arcade Paradise)과 유사성이 높다는 비판,laundry_store_simulator
201924105,3150440,Laundry Store Simulator,negative,negative,bug,high,D181+,5.116666666666666,0,0.5,bug,버그,negative,게임 내 버그가 너무 많아 구매를 보류하라는 내용,laundry_store_simulator
201935624,3150440,Laundry Store Simulator,positive,mixed,gameplay_loop,medium,D181+,3.533333333333333,0,0.5,gameplay_loop,게임플레이 루프,negative,고용된 직원(Tannahill)이 계산대 업무를 제대로 수행하지 않는 문제 언급,laundry_store_simulator
201935633,3150440,Laundry Store Simulator,negative,negative,performance,high,D181+,23.916666666666668,0,0.4761904776096344,performance,성능,negative,too many customers cause lag and unplayability,laundry_store_simulator
201935633,3150440,Laundry Store Simulator,negative,negative,performance,high,D181+,23.916666666666668,0,0.4761904776096344,progression_grind,성장/반복 노가다,negative,gameplay loop felt too grindy,laundry_store_simulator
201943181,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,3.3666666666666667,0,0.5,positive_praise,긍정 칭찬,positive,"calming game, good for building up and challenges",laundry_store_simulator
201975723,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,4.15,0,0.5,positive_praise,긍정 칭찬,positive,"having a ton of fun, hope for updates",laundry_store_simulator
202006041,3150440,Laundry Store Simulator,positive,mixed,bug,medium,D181+,28.066666666666663,0,0.5,bug,버그,negative,카펫 청소 레벨 2 업그레이드 시 프레임 드랍 및 애니메이션 오류 발생,laundry_store_simulator
202006041,3150440,Laundry Store Simulator,positive,mixed,bug,medium,D181+,28.066666666666663,0,0.5,ui_ux,UI/UX,neutral,창고 재고 관리 및 NPC 진열 방식 개선 필요성 언급,laundry_store_simulator
202006041,3150440,Laundry Store Simulator,positive,mixed,bug,medium,D181+,28.066666666666663,0,0.5,positive_praise,긍정 칭찬,positive,중독성 있고 뇌를 비우고 즐기기 좋은 게임성,laundry_store_simulator
202059994,3150440,Laundry Store Simulator,positive,positive,other,low,D181+,12.016666666666667,0,0.5,other,기타,neutral,게임이 때때로 공포 게임처럼 느껴진다는 모호한 표현,laundry_store_simulator
202110710,3150440,Laundry Store Simulator,positive,positive,content_volume,low,D181+,12.35,0,0.5,content_volume,콘텐츠 분량,neutral,퀘스트 및 스토리라인 추가 필요성 언급,laundry_store_simulator
202110710,3150440,Laundry Store Simulator,positive,positive,content_volume,low,D181+,12.35,0,0.5,positive_praise,긍정 칭찬,positive,전반적으로 훌륭하고 힐링되는 게임임,laundry_store_simulator
202124753,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,4.4,0,0.5,positive_praise,긍정 칭찬,positive,enjoyed the game would recommend if you enjoy simulator games,laundry_store_simulator
202124990,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,16.35,0,0.5,positive_praise,긍정 칭찬,positive,"Very fun to play, I can't stop once I start.",laundry_store_simulator
202124990,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,16.35,0,0.5,gameplay_loop,게임플레이 루프,neutral,Get employees as soon as possible it gets stressful.,laundry_store_simulator
202264518,3150440,Laundry Store Simulator,positive,positive,other,low,D181+,20.966666666666665,0,0.4729729890823364,other,기타,neutral,밈과 이모티콘 위주의 리뷰로 구체적인 게임 피드백이 없음.,laundry_store_simulator
202288695,3150440,Laundry Store Simulator,positive,positive,progression_grind,medium,D181+,53.0,1,0.5228384733200073,positive_praise,긍정 칭찬,positive,"Cool, relaxing game. Easily one of the best simulator games I’ve played.",laundry_store_simulator
202288695,3150440,Laundry Store Simulator,positive,positive,progression_grind,medium,D181+,53.0,1,0.5228384733200073,progression_grind,성장/반복 노가다,negative,The achievement for making 800 custom shirts took the longest - around 180 in-game days and most of that time was just mindlessly starting and ending days.,laundry_store_simulator
203009974,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,3.2,0,0.5,positive_praise,긍정 칭찬,positive,GOOD GAME ABOUT WASHING CLOTHS,laundry_store_simulator
203033141,3150440,Laundry Store Simulator,positive,positive,gameplay_loop,medium,D181+,48.2,0,0.5,gameplay_loop,게임플레이 루프,negative,Lori's obsession with the drink fridges,laundry_store_simulator
203206255,3150440,Laundry Store Simulator,positive,neutral,other,low,D181+,0.0833333333333333,1,0.3959228992462158,other,기타,neutral,밈(고양이 그림)을 올리기 위한 리뷰로 게임 내용에 대한 언급이 없음,laundry_store_simulator
203402635,3150440,Laundry Store Simulator,positive,positive,gameplay_loop,medium,D181+,21.366666666666667,0,0.5,gameplay_loop,게임플레이 루프,positive,초반 성장의 보람과 매장 커스터마이징 요소가 매력적임,laundry_store_simulator
203402635,3150440,Laundry Store Simulator,positive,positive,gameplay_loop,medium,D181+,21.366666666666667,0,0.5,bug,버그,negative,게임 내 버그가 존재함,laundry_store_simulator
203402635,3150440,Laundry Store Simulator,positive,positive,gameplay_loop,medium,D181+,21.366666666666667,0,0.5,gameplay_loop,게임플레이 루프,negative,게임이 단조로워지는 경향이 있음,laundry_store_simulator
203425464,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,3.1666666666666665,1,0.5258620381355286,positive_praise,긍정 칭찬,positive,다양한 랜덤 퀘스트와 즐길 거리가 많아 훌륭함,laundry_store_simulator
203471884,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,34.983333333333334,0,0.5,positive_praise,긍정 칭찬,positive,i love this game but the prize is kinda ehh but realy fun,laundry_store_simulator
203471884,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,34.983333333333334,0,0.5,price_value,가격/가치,negative,the prize is kinda ehh,laundry_store_simulator
203753911,3150440,Laundry Store Simulator,positive,mixed,gameplay_loop,medium,D181+,5.5,0,0.5,gameplay_loop,게임플레이 루프,negative,too few shelves for the retail aspect of the game,laundry_store_simulator
203753911,3150440,Laundry Store Simulator,positive,mixed,gameplay_loop,medium,D181+,5.5,0,0.5,gameplay_loop,게임플레이 루프,negative,having to answer the phone myself for deliveries to be super annoying,laundry_store_simulator
203753911,3150440,Laundry Store Simulator,positive,mixed,gameplay_loop,medium,D181+,5.5,0,0.5,content_volume,콘텐츠 분량,negative,wished though that the map was bigger,laundry_store_simulator
203753911,3150440,Laundry Store Simulator,positive,mixed,gameplay_loop,medium,D181+,5.5,0,0.5,positive_praise,긍정 칭찬,positive,"Quite fun, the little side stories it has makes the game less monotonous.",laundry_store_simulator
203807859,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,40.38333333333333,3,0.5572916269302368,positive_praise,긍정 칭찬,positive,"absolutely love this game. The folding,ironing and washing and drying clothes is fun.",laundry_store_simulator
203807859,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,40.38333333333333,3,0.5572916269302368,content_volume,콘텐츠 분량,positive,love how you can unlock so much in the game,laundry_store_simulator
203918175,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,4.533333333333333,0,0.5,positive_praise,긍정 칭찬,positive,Very fun and cute little tycoon game. A good way to kill time in a hyper addicting loop.,laundry_store_simulator
204183062,3150440,Laundry Store Simulator,positive,mixed,content_volume,medium,D181+,30.666666666666668,0,0.5,content_volume,콘텐츠 분량,neutral,"it's pretty short. once you unlock everything, the game kinda just plays itself.",laundry_store_simulator
204183062,3150440,Laundry Store Simulator,positive,mixed,content_volume,medium,D181+,30.666666666666668,0,0.5,balance,밸런스,negative,you'd probably have more fun with the game if you never hired any employees.,laundry_store_simulator
204183062,3150440,Laundry Store Simulator,positive,mixed,content_volume,medium,D181+,30.666666666666668,0,0.5,price_value,가격/가치,positive,not bad for the price.,laundry_store_simulator
204219724,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,4.416666666666667,0,0.5,positive_praise,긍정 칭찬,positive,"full game is even better than the demo, little storylines, endearing side characters, addictive gameplay loop.",laundry_store_simulator
204308448,3150440,Laundry Store Simulator,negative,negative,bug,high,D181+,8.8,0,0.5,bug,버그,negative,NPC tracking issues and AI walking into corners,laundry_store_simulator
204308448,3150440,Laundry Store Simulator,negative,negative,bug,high,D181+,8.8,0,0.5,gameplay_loop,게임플레이 루프,negative,half of the content is inaccessible due to bugs,laundry_store_simulator
204525631,3150440,Laundry Store Simulator,positive,mixed,ui_ux,medium,D181+,26.066666666666663,0,0.5,ui_ux,UI/UX,negative,"crouch key binding (Left Ctrl) is unintuitive, prefers 'C' key",laundry_store_simulator
204525631,3150440,Laundry Store Simulator,positive,mixed,ui_ux,medium,D181+,26.066666666666663,0,0.5,gameplay_loop,게임플레이 루프,negative,"NPC stuck in fenced area, difficulty finding quest target",laundry_store_simulator
204552724,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,12.633333333333333,1,0.52173912525177,positive_praise,긍정 칭찬,positive,"satisfaction of upgrades, staff, events, and story lines",laundry_store_simulator
204552724,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,12.633333333333333,1,0.52173912525177,content_volume,콘텐츠 분량,neutral,concern about lack of content after reaching max upgrades/staff,laundry_store_simulator
204576403,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,32.86666666666667,0,0.5,positive_praise,긍정 칭찬,positive,게임의 혼란스럽고 유머러스한 상황들이 주는 재미를 높게 평가함,laundry_store_simulator
204576403,3150440,Laundry Store Simulator,positive,positive,positive_praise,low,D181+,32.86666666666667,0,0.5,gameplay_loop,게임플레이 루프,positive,"세탁기 수리, 청소, 고객 응대 등 다양한 업무가 섞인 게임 플레이 루프를 긍정적으로 언급함",laundry_store_simulator
204582172,3150440,Laundry Store Simulator,positive,positive,gameplay_loop,low,D181+,23.683333333333334,0,0.5,gameplay_loop,게임플레이 루프,positive,게임 플레이 루프가 잘 설계되어 있고 언락 요소의 페이싱이 좋음,laundry_store_simulator
