condition_type,condition_value,issue_name_kor,issue_direction,condition_game_count,issue_game_count,issue_game_ratio,positive_game_count,negative_game_count,tag_positive_game_count,tag_negative_game_count,tag_mixed_game_count,high_urgency_game_count,both_positive_negative_game_count,total_issue_review_count,priority_level,priority_rule_detail,priority_reason,llm_evidence_text
steam_tag,Strategy,밸런스,리스크 요소,17,11,64.7,8,9,3,11,0,8,6,52,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 8개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Strategy'에서 '밸런스' 항목은 전체 17개 게임 중 11개 게임에서 반복되었다(64.7%). Steam 비추천 맥락은 9개 게임, Steam 추천 맥락은 8개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '상'이며, 적용된 기준은 '상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈'이다. LLM이 High urgency로 분류한 사례는 8개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Strategy,버그,리스크 요소,17,11,64.7,8,8,4,11,0,8,5,47,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 8개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Strategy'에서 '버그' 항목은 전체 17개 게임 중 11개 게임에서 반복되었다(64.7%). Steam 비추천 맥락은 8개 게임, Steam 추천 맥락은 8개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '상'이며, 적용된 기준은 '상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈'이다. LLM이 High urgency로 분류한 사례는 8개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Strategy,기타,리스크 요소,17,9,52.9,7,7,1,6,0,5,5,19,중,기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리. 적용 규칙: 기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리. High urgency 후보는 5개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Strategy'에서 '기타' 항목은 전체 17개 게임 중 9개 게임에서 반복되었다(52.9%). Steam 비추천 맥락은 7개 게임, Steam 추천 맥락은 7개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리'이다. LLM이 High urgency로 분류한 사례는 5개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Strategy,가격/가치,리스크 요소,17,9,52.9,5,6,4,7,0,4,2,22,중,중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정. 적용 규칙: 중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정. High urgency 후보는 4개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Strategy'에서 '가격/가치' 항목은 전체 17개 게임 중 9개 게임에서 반복되었다(52.9%). Steam 비추천 맥락은 6개 게임, Steam 추천 맥락은 5개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정'이다. LLM이 High urgency로 분류한 사례는 4개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Strategy,콘텐츠 분량,리스크 요소,17,9,52.9,7,5,4,8,0,5,3,58,중,중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정. 적용 규칙: 중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정. High urgency 후보는 5개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Strategy'에서 '콘텐츠 분량' 항목은 전체 17개 게임 중 9개 게임에서 반복되었다(52.9%). Steam 비추천 맥락은 5개 게임, Steam 추천 맥락은 7개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정'이다. LLM이 High urgency로 분류한 사례는 5개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Strategy,조작감,리스크 요소,17,6,35.3,4,5,3,5,0,4,3,19,중,중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정. 적용 규칙: 중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정. High urgency 후보는 4개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Strategy'에서 '조작감' 항목은 전체 17개 게임 중 6개 게임에서 반복되었다(35.3%). Steam 비추천 맥락은 5개 게임, Steam 추천 맥락은 4개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정'이다. LLM이 High urgency로 분류한 사례는 4개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Strategy,저장/진행,리스크 요소,17,6,35.3,3,5,0,6,0,5,2,11,중,중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정. 적용 규칙: 중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정. High urgency 후보는 5개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Strategy'에서 '저장/진행' 항목은 전체 17개 게임 중 6개 게임에서 반복되었다(35.3%). Steam 비추천 맥락은 5개 게임, Steam 추천 맥락은 3개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정'이다. LLM이 High urgency로 분류한 사례는 5개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Strategy,성장/반복 노가다,리스크 요소,17,6,35.3,3,4,1,5,0,4,1,22,중,중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정. 적용 규칙: 중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정. High urgency 후보는 4개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Strategy'에서 '성장/반복 노가다' 항목은 전체 17개 게임 중 6개 게임에서 반복되었다(35.3%). Steam 비추천 맥락은 4개 게임, Steam 추천 맥락은 3개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정'이다. LLM이 High urgency로 분류한 사례는 4개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Strategy,개발사 소통,강화 요소,17,6,35.3,5,2,4,2,1,3,1,11,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Strategy'에서 '개발사 소통' 항목은 전체 17개 게임 중 6개 게임에서 반복되었다(35.3%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 5개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 3개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Strategy,스토리,리스크 요소,17,5,29.4,4,3,3,3,0,1,2,20,중,중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정. 적용 규칙: 중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Strategy'에서 '스토리' 항목은 전체 17개 게임 중 5개 게임에서 반복되었다(29.4%). Steam 비추천 맥락은 3개 게임, Steam 추천 맥락은 4개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정'이다. LLM이 High urgency로 분류한 사례는 1개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Strategy,크래시,리스크 요소,17,5,29.4,3,2,1,5,0,4,0,6,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 4개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Strategy'에서 '크래시' 항목은 전체 17개 게임 중 5개 게임에서 반복되었다(29.4%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 3개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 4개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Stylized,게임플레이 루프,리스크 요소,7,7,100.0,6,7,5,7,3,4,6,96,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 5개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 4개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Stylized'에서 '게임플레이 루프' 항목은 전체 7개 게임 중 7개 게임에서 반복되었다(100.0%). Steam 비추천 맥락은 7개 게임, Steam 추천 맥락은 6개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '상'이며, 적용된 기준은 '상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈'이다. LLM이 High urgency로 분류한 사례는 4개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Stylized,콘텐츠 분량,리스크 요소,7,6,85.7,6,5,5,6,0,1,5,75,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 5개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Stylized'에서 '콘텐츠 분량' 항목은 전체 7개 게임 중 6개 게임에서 반복되었다(85.7%). Steam 비추천 맥락은 5개 게임, Steam 추천 맥락은 6개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '상'이며, 적용된 기준은 '상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈'이다. LLM이 High urgency로 분류한 사례는 1개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Stylized,UI/UX,리스크 요소,7,6,85.7,5,4,1,5,1,3,3,27,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 5개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Stylized'에서 'UI/UX' 항목은 전체 7개 게임 중 6개 게임에서 반복되었다(85.7%). Steam 비추천 맥락은 4개 게임, Steam 추천 맥락은 5개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '상'이며, 적용된 기준은 '상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈'이다. LLM이 High urgency로 분류한 사례는 3개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Stylized,스토리,리스크 요소,7,5,71.4,5,4,4,4,3,1,4,51,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 5개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Stylized'에서 '스토리' 항목은 전체 7개 게임 중 5개 게임에서 반복되었다(71.4%). Steam 비추천 맥락은 4개 게임, Steam 추천 맥락은 5개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '상'이며, 적용된 기준은 '상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈'이다. LLM이 High urgency로 분류한 사례는 1개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Stylized,그래픽/사운드,리스크 요소,7,5,71.4,5,2,3,4,2,2,2,33,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Stylized'에서 '그래픽/사운드' 항목은 전체 7개 게임 중 5개 게임에서 반복되었다(71.4%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 5개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Stylized,버그,리스크 요소,7,5,71.4,4,1,1,4,0,3,0,8,중,중: 반복 게임 수가 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수가 중간 기준 이상. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Stylized'에서 '버그' 항목은 전체 7개 게임 중 5개 게임에서 반복되었다(71.4%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 4개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수가 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 3개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Stylized,난이도,리스크 요소,7,4,57.1,4,4,2,4,1,3,4,34,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Stylized'에서 '난이도' 항목은 전체 7개 게임 중 4개 게임에서 반복되었다(57.1%). Steam 비추천 맥락은 4개 게임, Steam 추천 맥락은 4개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 3개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Stylized,기타,리스크 요소,7,4,57.1,3,3,0,3,0,2,2,12,중,기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리. 적용 규칙: 기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Stylized'에서 '기타' 항목은 전체 7개 게임 중 4개 게임에서 반복되었다(57.1%). Steam 비추천 맥락은 3개 게임, Steam 추천 맥락은 3개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Stylized,가격/가치,리스크 요소,7,4,57.1,4,2,3,3,1,0,2,12,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Stylized'에서 '가격/가치' 항목은 전체 7개 게임 중 4개 게임에서 반복되었다(57.1%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 4개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 0개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Stylized,조작감,리스크 요소,7,4,57.1,4,2,1,4,0,2,2,12,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Stylized'에서 '조작감' 항목은 전체 7개 게임 중 4개 게임에서 반복되었다(57.1%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 4개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Stylized,성장/반복 노가다,리스크 요소,7,4,57.1,2,2,2,3,0,0,0,7,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Stylized'에서 '성장/반복 노가다' 항목은 전체 7개 게임 중 4개 게임에서 반복되었다(57.1%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 2개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 0개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Stylized,저장/진행,리스크 요소,7,4,57.1,4,2,0,4,0,2,2,7,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Stylized'에서 '저장/진행' 항목은 전체 7개 게임 중 4개 게임에서 반복되었다(57.1%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 4개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,Stylized,성능,강화 요소,7,4,57.1,4,0,2,1,0,0,0,4,중,중: 반복 게임 수가 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수가 중간 기준 이상. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 'Stylized'에서 '성능' 항목은 전체 7개 게임 중 4개 게임에서 반복되었다(57.1%). Steam 비추천 맥락은 0개 게임, Steam 추천 맥락은 4개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수가 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 0개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
